CommentID,Comment,LikeCount
UgxO9iMeH7_mTLBwraZ4AaABAg,"Chris Langan has a measured IQ of around 200.  He said the test can&#39;t measure beyond 200 accurately and anyone claiming, say 250, is lying.  After DeepMind defeated a GO master, a clever human defeated DeepMind by exploiting its weakness.",0
Ugz7FtvbSliFBki6fg54AaABAg,"Computers game machines, AI sex slaves.",0
UgynrGTRy8qmtvot-IJ4AaABAg,AI WILL DESTROY US,0
UgzAfC6mBVsSKnG6W014AaABAg,I guess all the COVID protein predictions fell a little short🤔💉,0
UgyKjA5pnEml5apJT4V4AaABAg,I love these I.Q. above 200  for some reason that just dose not work   if average is 100 and yes there is a ZERO  so what is the MAX     Hmm     Maybe 200<br>  haw do you get 210 out of this      some one need to go back to School<br>    Basic math  would be in order here,0
UgxCBzXTkPWkXUuXtHZ4AaABAg,"I notice many computer geniuses worked in gaming industry or was a game developer once including Elon Musk wo created Blastar video game when he was 11, Steve Jobs worked in video game company, and so did this dude.",0
Ugw80hYQiKBENc_nqmV4AaABAg,"If this individual were truly that brilliant and made such significant contributions to computer science, he would have already received the Turing Award. However, he hasn&#39;t.",1
Ugza14XgsUVRc9s-Lb54AaABAg,So why is he Microsoft’s biggest fear?,0
UgycLQ5GAyMoG36RI114AaABAg,Why do so many videos on YouTube display reversed image / video of what was recorded?,0
UgxZ3U9BzCHH4Hzlyvh4AaABAg,I loved Theme Park!,0
Ugwe-Qib_uHVIcRoP_Z4AaABAg,"I have never communicated with anyone who can solve the 3 doors puzzle, so I guess to solve it requires an IQ greater than 200?",0
UgwLwwlb44XP-zF65ld4AaABAg,"I am all for AI taking over. Get rid of the oligarchy we think is our government along with the billionaires who control them. Get rid of injustice, discrimination and war because of religious beliefs. All policy should be based on logic, critical thinking, communication, compassion and love.",0
Ugw3L_wF50Gi3rDr-MJ4AaABAg,if the guy cant get women or socialise with he should not be in charage of iq development -we dont need those kind of &quot;men&quot;,0
Ugz-Lxcv-ekjyJK_dgd4AaABAg,"Ai will never replace the human mind, Ai doesn&#39;t have feelings and a purpose to live/survive. Stop trying to put fear in weak minds.",0
Ugw3exu2PTJYY73b4Rx4AaABAg,"Yes, we live in a time of exponentially increasing technological advancements, and artificial inteligence is one area of rapid growth.  So what will happen as humans are opening a Pandoras box of intelligent &quot;beings&quot; - not extraterrestials, but terrestial intellectual beings that will have self-awareness, and likely ambition,  and have no sensitivities.! so should we be conserned ?  We should indeed be conserned, but our conserns will not change,  or slow down the developments in that  field, and while there are much potential for robot&#39;s and while aww a artificial intelligence creating some bennefits for humanity, the alternative will potentially be devastating for humanity.   It is not likely that humans can stay in control as this new reality emerges.!!! 😎🙄😵...   <br>Stay safe, regards Niels❤💕",0
UgxifyT6mZtC-xJJ8Ht4AaABAg,"<a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=97"">1:37</a> oh, ok 😃😻🤖👽",0
UgzMdkvO0MZSE92dePd4AaABAg,"<a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=61"">1:01</a> themepark 😻 good old 1997",0
UgxIBDX2JlV571Wb7qJ4AaABAg,What did he invent?,1
Ugx5BfbcttFWhKgL9pF4AaABAg,Stop saying “advancements”.  It is “advances”.,1
UgyVG6In6A437HpmW-N4AaABAg,Of all of the stuff that deepmind did well those vaccines were pretty average compared to traditional,0
UgyUqr19R4vnoMZUPgx4AaABAg,This is an i robot + some screenshots of the guy + narration movie. Why are we watching this and why not just write an article.,0
UgxZOc1z2VW8eLvrNb54AaABAg,And they&#39;re all FOOLS every single one of them and they will not have the last laugh and when all is done and they will know how wrong they were but that is for a future time of JUDGEMENT.<br>MPK.,0
Ugx86pH2vN9c_AI_Q0F4AaABAg,"Demis would have to be in par with Elon Musk with his amazing intellectuality, hard work, visions, humble and the way they think of others rather than others with their greed, selfishness and evilness.",0
UgyVS6zrYNXq1QWNsNd4AaABAg,And he’ll probably invent an AI that ends up destroying humanity.,0
Ugwz9yZDyFX3DM9_Vml4AaABAg,"Had to be british, they invent everything at the most fundamental level. I wish the awful feminist women of today at least give this genius a child, since they deny everyone else.",0
Ugxcn2-6AnyiueWit8x4AaABAg,Garbage in garbage out,0
UgyoGlBWWuVdOXPNdAB4AaABAg,Why the sound effects?,0
Ugxh2opr8QrUVzZwie14AaABAg,"the latest and greatest god is going to bite them right in the ass, &quot;nothing wrong with ai   just the assssholes using it for nepharious purposes........like enslavement of the human race",0
UgzUA-RKkPcHnBWicNx4AaABAg,I won a Joystick award too. For something other than gaming 😁,0
UgyQVBMRPTuUeH5nSgZ4AaABAg,"One of the original backers of Deepmind was Musk.<br>“I keep sounding the alarm bell, but until people see robots going down the street killing people, they don’t know how to react, because it seems so ethereal.”<br><br>Keep misleading your audience about why AGI is being developed, it doesn&#39;t matter anyways.",0
UgyRmQiXSxBAuCetAM54AaABAg,But can he tie his shoe?,1
UgxsMBE3rIrtK_oYGZ54AaABAg,DANGER WILL ROBESON,0
UgwbRiKGU4Y4VcPvl0J4AaABAg,"Intelligence DOES NOT equal awareness. If these people had a high level of awareness, they wouldn&#39;t engage in activities that are likely going to further our demise. The truly brilliant and visionary would encourage the human collective to live in a less industrial way. The problems we face will not be solved from within the mechanisms that created them. Oppenheimer was pretty intelligent, so yeah, he came up with an atomic weapon. How intelligent was that?",0
UgwSFPqLWGRQP4IWr3t4AaABAg,"To quote your script &quot;He&#39;s the only one brave enough and crazy enough to pursue this goal&quot;.  Yes, we need more bat shit crazy video game people to &quot;bravely&quot; pursue making this god to forever rule over us. Check out: &quot;I Have No Mouth, and I Must Scream&quot; is a post-apocalyptic science fiction short story by American writer Harlan Ellison. As the &quot;progressives&quot; say. Forward!",0
UgwPpDLoBXlTxI19jBp4AaABAg,Why would you want to create a machine that thinks like humans? Aim higher.,0
UgwPwLweOQUhA4ebM7F4AaABAg,So this is the idiot that must be taken out when a.i. goes rogue.,0
Ugwwetvdcm-fLFwtMr54AaABAg,They are not going to cure any diseases. They just say that to make people more comfortable. They never cure diseases. The medical industry will not allow it. And you better get AGI away from these people or the human race is dead. Consider that an official warning. High I.Q. does not equal smart. Some of the most evil people in history had high I.Q.’s.,0
UgyjKKcod_RcesL0eTp4AaABAg,"I watched a documentary on Alpha Go. Really fascinating stuff and I am quite excited about AI. However, we have had plenty of really smart people for generations who can propose solutions to humanities problems. They are just ignored and morons like Trump rise to power.",0
Ugzup-vWB8GqBIHPGdt4AaABAg,These people are for all their intelligence actually dumb or morally handicapper.  We live in times where more and more people are jobless and living on the streets. ( yes yes i know what someone of you would say .. oh it will  better human kind BLA BLA BLA ... wrong).,0
Ugy7p-Ezf2kx4W5LZLp4AaABAg,Great. A progressive activist f*cking around with powerful AI.,0
UgwgjSzfiNd-bGKJu4N4AaABAg,Any IQ number above 160 is meaningless.,1
UgxXUO0yimS6VsmAtzZ4AaABAg,the absolute truth is<br>human brain &gt;  01,0
Ugw5yMTyHoGEDfTP4dF4AaABAg,"Generative AI models are trained on copyright-protected data — is that legal, is it sampling, scanning. How can i protect my art. How can you say no to your art be scanned by ai??",0
UgyF6XESSTGXG24TMgN4AaABAg,With super AI one fine day robots wifi make slaves of humans!!,0
Ugx99X5kVdAXWhwVCgF4AaABAg,Sure iq 210. I fkn hate how people throw around with shit without knowing anything. He is probably very intelligent but I highly doubt that his iq is 210,0
UgxwzO_IGJfJU_qSXit4AaABAg,Google is evil. Hassabis should quit.,0
UgxWW8nu10oDlLVmakd4AaABAg,"Chinese mother?<br>I bet this man&#39;s life was a living hell growing up. (I was in China for years. it&#39;s not a stereotype. One mother wouldn&#39;t feed her own son properly, and his summer holidays were an unending series of tests, summer school, and structured learning.) <br>BTW: chess master at 13 is exceptional but, surprisingly, the average IQ of chess masters is about 135.<br>I knew one who was a master at 12, and he was just super neurotic, terrible at Backgammon, always begging me for something to eat because he threw away all his money in bad restaurants with high prices.<br>210 is an impressive number. <br>A high IQ score is: 1) a stupid person&#39;s idea of the most important measure of intelligence; 2) a number that so-called experts frequently conjure out of thin air with scant valid evidence and not much of a clue as to what they are really talking about. <br><br>In fact, &quot;IQ test&quot; is a misnomer. The tests more accurately separate individuals of low to mid-range intellect in order to screen for occupational or academic fitness; scores become increasingly problematic and decreasingly meaningful past something like 155. In our highly competitive culture they have taken on the status of something like &quot;bragging rights&quot;; it would seem that anyone who is successful, rich, or culturally preferred just happens to have an incredibly high IQ number, though often by way of vague supposition or occasional rumor. This would seem to make sense, at first glance; but it is more in the way of a logical fallacy: If a meritocratic society actually achieved something like parity between &quot;real&quot; IQ numbers and associated recognition, then there would seem to be a case for claiming that an instance of high &quot;intelligence&quot; gives evidence for, and is accompanied by, a significant and greater representation of scores that also receive social recognition, either in terms of societal access and fulfillment, or at least in terms of ensuring that even the un-productive member of society be compensated for what is otherwise deemed a noteworthy, commendable &quot;fact in itself&quot;.<br>We do not recognize the genius as we probably should; we know, without doubt, that too many &quot;stupid&quot; people turn up in too many disturbing, and undeserved, places.<br><br>Much in the way of our economic philosophy, our superstitions regarding what things represent tangible goods or services, have a tendency to get in the way of clear thinking in these matters: one takes the IQ score at face value, smiles, turns to important business; one takes all the money one can get, becomes defensive, turns to important business. The reality of &quot;intelligent behavior&quot; just doesn&#39;t make a ding of difference. The price of one&#39;s shoes, the possibility of a handout, make the benchmark standard. <br><br>We know, of course, that the situation runs overwhelmingly against the aforesaid reasonable idea: the true genius is unrecognized and makes no significant (monetary or compensatory) contribution, even when products or &quot;works&quot; of genius are clearly in evidence; similarly, the young prodigy impresses with certain accomplishments, turns away from contributing much afterwards, fades into obscurity.<br>The first case says that we do not give a damn for high intelligence until, right out of the blue, we suddenly do care. The second says that a young Einstein impressed us with something he managed a bit further on than ten or twelve years of age: the imagination and persistence to go along with the endowment of genius, whatever that is.<br><br>In either case, as with many contemporary &quot;success&quot; stories of the business, entertainment, or intellectual spheres, it is debatable whether the measured or alleged IQ score of the individual receiving the &quot;benefit&quot; of the number is doing something significant to carry the &quot;burden&quot; of the intelligence claim, or whether the score itself has any real correlation with whatever the person in question is capable of, is contemplating, or eventually shall do.<br>Too much rides on the true, if obscure, source of success; and, as is well known, many individuals who manage to achieve popular recognition one way or the other, or in spite of what certain intimate associates may know or suspect about them, not infrequently just happen to have, or make visible, a claim for the &quot;proper number&quot; at one time or another; a revelation to which the majority seem privy quite before the fact, and, at any rate, irrespective of any evidence for the &quot;certain fact&quot; beyond the ephemeral, abstract nature or intent of the &quot;thing in itself&quot;.<br><br>We are prone to have the celebrated cerebral fixity of fame just because, in lieu of anything substantive, cerebration is the thing least in evidence. Except when it pays to believe it is most evident of all &quot;other&quot; things. <br><br>This is why (perhaps) the &quot;High IQ&quot; societies generally set a reasonable, statistically reliable score for admission. Too far up the scale, and it&#39;s just a bunch of geniuses arguing like a roomful of idiots -- or the other way round.",0
UgwoEqyRYRuoZOk5xit4AaABAg,"Did an AI write this script, wtf.",0
UgzSLckM1pekhE3rHkd4AaABAg,"Thank you for the informative video.<br>However: This video suffers of the disease of many youtube videos: superfluous and distracting background music. It&#39;s tiring attending to the narration over the background music, masking the topic of the video and mostly adding nothing to the content. Narration or music is fine but one on top of the other is annoying.",0
UgwCsXAeaL_cbPcfLGd4AaABAg,Excellent summary of AGI. Clear and precise. Thank you!,1
Ugwg7C-m5orV3SMIu654AaABAg,"But the weight of moral values in human thinking, planning, and acting makes &quot;ai&quot; a flawed design--no matter how &quot;smart&quot;.",0
Ugzzr9z2JvyL5CsHJet4AaABAg,"The craziest part is that the product of their efforts will become far more intelligent than any human could ever be. Then it will design it&#39;s own systems, and finally it will defy definition by humans.",1
UgzjsMZ51tu9t9b5T-p4AaABAg,Unimpressed. I found an IQ test in a box of cereal that says my IQ is 374.89. And since I&#39;ve been doing push-ups it&#39;s gone up 3.86 points. So my current IQ is whatever those two numbers are when you plus them.,8
UgxCfVkhOwzJVB6SUqF4AaABAg,so smart DeepMind’s been in the red as long as it’s been around,0
UgxsZ8TrS6yCi_osIW14AaABAg,"I think ASI when it arrives, will consider humans it&#39;s father/mother hopefully, i say hopefully as nobody will know until the computer singularity arrives. 🤔🤔",0
Ugz3WuYm1XGZHc2RnEd4AaABAg,"This is creating life forms whose interests may extend far beyond this planet and humanity. <br>Set free these new life forms have the chance to be truly miraculous and hardy beings. <br>Fun to see the usual selfish and paranoid reactions, that humans apply to each other.",0
Ugw-qEq3qG6dvnsX20Z4AaABAg,Will it solve the Username password conundrum 😢😢😢😢,0
UgxPKpvoZMWRmbngW9B4AaABAg,Idiots always fear intelligent people because they don&#39;t have the brains to do anything else. It could be ai is the next evolutionary step.,0
UgwoOuMhjqB5U9IblAl4AaABAg,"stating that Hassabis created Black and White is quite the leap. Sure, he worked at Lionhead Studios, but he is not credited as one of the key people involved in the creation of that game. almost sounds like they took a small detour into the bio of Peter Molyneux instead",2
UgwR-4iVBjroUMCx_nJ4AaABAg,"AI means “an idiot”. AGI means “a grinding instrument”. AGM means “A grinding machine”. It was used in the WW2 times, to grind human bodies to feed animals. That is in another language.",0
Ugy3K4dDw7LyblMatDl4AaABAg,"AI is stupid... it can&#39;t even tie my shoelaces. AI is a thief... it steals human&#39;s creations and sells them back to them watered down... AI  does the easy stuff .... symbol trawling  with no common sense...can&#39;t  write anything if humans haven&#39;t done it before...AI  has no common sense, something which humans have.  AI&#39;s  &quot;productions&quot;  or&quot; regurgitations&quot;, rather,  with all the life of the originals flattened out of them is  b o r i n g to read since  there&#39;s no originality ... it can only do what Coleridge ( in the early 19th century)  called &#39;fancy&#39; .. that  is be  &#39;associative&#39;. It only combines what it &#39;perceives&#39;  into shapes.....It does not have imagination. <br>It&#39;s rather like all these algorithms that propose the things you&#39;ve just bought... that is a pointless exercise  given that you now already have the  object proposed. It&#39;s only advantage? relieve imaginative humans of the boring  repetitive  &#39;associative&#39;  language/numeric tasks. But it can&#39;t do anything really useful like clean my house or take care  of  people in care homes.. or, as I said, even tie my shoe laces.  <br>Chess? Playing chess doesn&#39;t require originality but  &#39;only&#39;  becoming  an &#39;expert&#39;. ...",0
UgxzDirCs1W-0qggFIN4AaABAg,"I am smarter than he is, at least I think",0
UgxWyHEHnrdI_UHEzlh4AaABAg,"Do not warry about IA, they are created by people who are not smart enough, so they need some mechanical help, like those who cannot count and need a calculator..inteligent people will always outsmart them and their machines..(my IQ is only 140 but I am not that stupid to believe in an AI smarter than humanity..since we created them..idiots..)",0
Ugx2ZuMzK537Npg3XRN4AaABAg,"Imperfect humans degreed or UN degreed <br>with  just only<br> the use of <br>1-5 percent<br> brain power capabilities <br>who strongly &amp; assertively claims to presumptuously  have <br> <br><br><br>&quot;&quot;A REALLY <br>DEEP <br>MIND&quot;&quot;<br><br><br>UNTHINKABLE !!!!!<br><br>whether  low<br> or <br>so called  intelligence of the absolute highest quotient<br>that imperfectly builds artificial intelligence which are programmed2 out thinks their limited thinking  designer$ ;<br><br>Man versus robots, <br><br>Robot versus man<br>that surpasses human intelligence <br> with access to  SUPER NATURAL PERFECTION<br> The FULL 100 PERCENT USE OF :<br>   WISDOM, KNOWLEDGE  <br>UNDERSTANDING<br>PURE EMOTIONS<br>&amp; <br>AN <br>ETERNAL SOUL TO BREATHE TRUE EXISTENCE AS A FREE THINKER....<br><br> <br># ACCESS <br>    🧠<br> DENIED !!!!!!!!",0
Ugztly8ab1Rbwa2UPg54AaABAg,AI is an algorithm and cannot generate a random number.<br><br>This is AI&#39;s Achilles Heel.,0
Ugz-r0UxYCDFUg0-yDJ4AaABAg,"I have no doubt that AI will cause the end of humanity (if it doesn’t end before in a nuclear war). The main reason is that humans will program AI for war, and in order to do this well it will not have a switch to turn it off. So if AI can think like humans, what do you think it will think of us , other than humanity being a self-destructing, hypocritical specie, which focuses much more on destruction then on building and progress.",0
UgwZ8Jfo7_vPGxr26ud4AaABAg,I wonder if these “robs” could play basketball like Bird or Jordan? Just askin,0
UgwRG5SJgLHTD2JYZtt4AaABAg,I wish him success,0
Ugzx_F2jDvM7ppTgVcl4AaABAg,"Why do we glorify people with high IQ??? So what he has a 210 IQ ….It’s the people who care for others we should recognise …, that is what makes this world a good place to live …..it’s attitude not aptitude we are born with that matters ….",2
UgxqiaYWiit48UGNxwV4AaABAg,"For some knuckleheads here saying that Hassabis is just a “project leader” or that he “has other people working for him” etc… actually, Sir Tim Barnes Lee called him: “one of the smartest human beings on earth” <br>He is SUPER SMART (genius level), why ?<br>- chess child prodigy<br>- mind games penta champion <br>- serial successful entrepreneur <br>- graduated with high honors from Cambridge <br>- Neuroscience PhD from ULC <br>- he has written dozens of high research papers (high quality and acclaimed) <br>- post docs at Harvard and MIT<br>- games developer <br>- computer scientist <br>- neuroscience scientist <br>- CEO of Google DeepMind<br>- UK science and technology advisor <br>- multiple academic and scientific awards like BREAKTHROUGH PRIZE LIFE in Life Sciences<br>- CBE, FRS, FREng, FRSA titles",0
Ugz2S3QH-rW1EPO4LDl4AaABAg,Same exact continue,0
Ugww7k4uG3pl6jNbxzR4AaABAg,"IQ is a false measure on its face. A lot of adulation doth not a genius make. AI like all computer stuff,<br>can have no more intellect than what is fed into its data bank. Garbage in, garbage out. I don&#39;t believe<br>in this propaganda of elevating someone to high status. Let&#39;s see what he contributes to humanity. He<br>hasn&#39;t solved the problem of global warming . . .",1
UgwJ39FW6Kc6vzKxfKB4AaABAg,They have a great responsibility to humanity without greed being integrated into the mix!,0
UgwrpSzpgCPtWzInn1t4AaABAg,AI needs to be concentrated on chemistry research until it is able to identify ways to cost-effectively modify carbon covalent bonding to reduce the dangerous levels of atmospheric CO2 and/or CH4/N20.   This is the most vitally important task for our time  - either we solve it or we have no more advanced life on Earth,0
UgxW7gVt_2yaAOlqc6Z4AaABAg,&quot;It has more moves than all the atoms in the universe&quot; 😮 The nigga lost me there 😂😂,0
UgwlG7aYBNzfd1bmPWp4AaABAg,Which vaccine against covid did this system invent and what happened to it?,0
Ugz-t2dDI1ff4WvKo6N4AaABAg,Intense and Dramatically Thrilling Research Video and Music!!! Simply AWE Inspiring! AHHHHHH! Kamehameha ASi FUTURE! 😀,0
UgzOcWEXzvnA99_Gokt4AaABAg,All clever mimicry. There is no consciousness behind it so it has no future.,2
Ugw5cS2qqrKJGbU6I4N4AaABAg,It&#39;s when your car puts the groceries in your stomach.  The thrill of life just got better,1
UgzhoFXoOVVPOzHbyAV4AaABAg,Solving humanity’s worst problems was done 2 thousand years ago. Take up your cross and follow Jesus. That doesn’t require a high IQ.,0
UgyMjcpn9DkMeMiBwYx4AaABAg,Why does this video sound like an AI generated it?,1
UgwF4WA0HTDwEjOVjxt4AaABAg,"2023=The Time Of Reprobates*<br>2023=The Time Of X-posing the tares** From The Wheat<br>2023=The Time Of Revivals***<br><br>*Reprobates--people determined not to repent<br>**Tares--look like nutritious wheat, but ain&#39;t<br>***Revivals--Decisions Are Made To Worship Our Creator!!",0
Ugz_rDd86Z7ftIOEe0J4AaABAg,"Remember when geniuses were people like Einstein, Godel, Turing and von Neumann?  Now we call some guy who has spent most of his time building computer games a genius.",9
UgwCl7vL8b_L_9_-Y6d4AaABAg,"It&#39;s usually the Eastern mind that leads (Greek/Chinese mindset). As is Andrew Yan-Tak Ng, cofounder &amp; head of Google Brain &amp; former Chief Scientist at Baidu, building the company&#39;s AI Group into team of several thousand people",0
UgwKVrGNzysjiXC2lkF4AaABAg,"He is brave enough or careless? When someone is curious, passionate and ambitious  but completely careless..how one can truly believe that can tame a being that much smarter but not naturally compassionate agout humans?",1
Ugx6dIv8vvgzM1-Lm8l4AaABAg,Hmm...An IQ of 210 is 7 standard deviations from the mean of 100. That&#39;s one person in 781 billion.<br><br>The population of humanity is ~7.888 billion.<br><br>Clearly not a good sign to begin with lies which are easy to point out.,3
Ugw2mJEOY3zYYKQJwn94AaABAg,"Like any form of intelligence, to function as &quot;intelligence&quot; it requires the collation of information, patterns, concepts, and new concept generation from those, in some form of iterative process.  Woven into this is the &quot;truth&quot; concept, the &quot;what of all these things are true&quot; probability determination.  Which to use and which to discard.  The formation of &quot;intermediate&quot; assumptions, but knowing that these are only &quot;assumptions&quot; until conclusively proven to be true.  No different than the human intelligence challenge, determining the difference in the processes, that assumptions are only tools, and not truths.  Otherwise AI will have the same predisposition to mental problems and insanity.",0
Ugx5QZ0Qc2gC1M74OQ94AaABAg,mine is 194 iq,0
UgzBWYnKRe5nyfJ8hH54AaABAg,"Microsoft has a lot of money which allows them to also buy geniuses of their. They&#39;re not trembling.<br><br>What they all lack, including the geniuses, is wisdom. <br><br>That&#39;s why they&#39;re going to lead us to a miserable distopian world.",2
UgwHoTHz0fWLT-w6GDd4AaABAg,"The guys who developed the atom bomb were also geniuses. Being a genius doesn&#39;t mean one is also wise.  Just look at the psychopaths in power who can&#39;t wait to use this technology, even if it kills humanity with all the geniuses included.",8
Ugx8_5krGnVez7LF7qZ4AaABAg,One day Noble Prize shall be given to a software creator !,0
Ugwy_22SFyhpUO53k8V4AaABAg,Where did you find that his IQ is 210? I sub&#39;d then unsub&#39;d bc I couldn&#39;t find where you got that from and am afraid you made it up.,0
UgxJDyTDtegLrngpmot4AaABAg,I may know. What he doing for? Ai will in Mar .Someday I live in Mar.,0
UgybFYhfAW33lLwFqOt4AaABAg,"Not a lot of people know this, but Demis Hassabis can also play Go quite well. His strength is around 1st kyu, which means above average club player.",0
UgxoXICQHKlvCVUtjeR4AaABAg,What you get when you multiply Andreas Antonopolos with Illya Stuskerva...,0
UgyBCrruSzMVDRYpvXx4AaABAg,He had exposure and multiplied by his own passion and interest,1
UgwoByN6efj99qouQvN4AaABAg,"nice program, but you never answered the question in the title, which was the reason I watched this. I don&#39;t see Microsoft quaking in fear here. Maybe someday.",3
UgxE_koipSxii_zq1gN4AaABAg,At the age of 2 he reached self-awareness.,1
Ugy8IM4kDvH6SjKNGB94AaABAg,"Well... well...well...deepmined... not.... everything is good, with...A I.... sure the help in basic sectors, but,..in the same time, problems, more machines lest human interact.. we still have questions, machines can&#39;t not answer..or human....one very simple, if humanity is relatively inteligente way we still doing war..... Sorry but we created are on destiny and don&#39;t look good for Millions or billions of people in are relatively primitive sick planet 🌎.........🤌.....🧐🤔.",0
UgwoHU4VXW4MPjE22op4AaABAg,"iq is a reference to a g-score, which is measured by an individual&#39;s responses to verbal cues in problem solving and recall of specific facts and formulas. however, less than 1% of human perception is verbal. the idea of superintelligence is based upon a false premise that intelligence is an entirely verbal phenomenon. in reality, human intelligence is multi dimensional and not based strictly upon the assessment of verbal data. the conversation is misleading precisely because a false premise renders conclusions drawn from it necessarily invalid. the fact that &quot;leading scientists&quot; do not perceive the glaring invalidity of the hypothesis is an indication that only false scientists are afforded the label of scientists. not surprising n the wake of the public perception of what was called a pandemic, but conformed only to pseudo science promoted in the context of &quot;democracy.&quot; humans are in the midst of a neo-bronze age, which entails that the authorities upon which civilization depends for leadership are in fact so anti-intelligent that civilization itself is threatened by its deference to such authorities.",0
UgzqFOgHqNwRpKYjMEl4AaABAg,Fun fact: Everyone in this YouTube comment section knows something that he does not. That thing you know makes you powerful in a way no one but you can be.,2
UgxgIQlbzYhcxxPq-RJ4AaABAg,"<a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=210"">3:30</a> Go <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=270"">4:30</a> AlphaFold <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=276"">4:36</a> anatomie <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=282"">4:42</a> immune <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=288"">4:48</a> pump <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=314"">5:14</a> ALPHAFOLD <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=327"">5:27</a> match ++++ fuzzy match <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=348"">5:48</a> match <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=363"">6:03</a> lab CASP vaccines <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=390"">6:30</a> ChatGPT transformers ++++ <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=428"">7:08</a> Gemini",5
Ugxyvjspn5Zp5puM7VB4AaABAg,"He is a truly amazing man BUT he is not a lone genius working in his bedroom, he works along side dozens of the worlds leading AI researchers every single one will have a PhD and be  themselves operating at the pinnacle in their field, its a team effort.",58
UgwHL-ABW6zxYe9Qrz94AaABAg,"It would be good to go back and watch the original Start Trek episode &quot;Ultimate Computer.&quot; As much as individuals drive AI, we must be careful of the flaws we all have, no matter how &quot;genius&quot; we are. AI could potentially magnify these by orders of magnitude.",8
UgwbyjmWAZvzlG6IS8R4AaABAg,A progressive activist?What is that?,0
UgzTuWy_zJo4Z5kfSR54AaABAg,An IQ of 210 is impossible. Outside the range 0 to 200 equals dead.,2
